"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3753","test_user_registration","tests","2026-09-05","passed","2026-09-05","","test_user_registration","",""
"","754","test_product_search","tests","2026-09-05","passed","2026-09-05","","test_product_search","",""
"","6014","test_valid_user_login","tests","2026-09-05","passed","2026-09-05","","test_login","",""
